ATC_1,ATC_2,ATC_3,ATC_4,ATC_5,ATC_6,ATC_7,ATC_8,target
0.258382643,0.518737673,0.065088757,0.142011834,0.015779093,484,445,39,1
0.262658228,0.504746835,0.080696203,0.137658228,0.014240506,604,544,60,1
0.250788644,0.528391167,0.077287066,0.130914826,0.012618297,603,556,47,1
0.251239669,0.519008264,0.079338843,0.132231405,0.018181818,575,526,49,1
0.26585695,0.523616734,0.067476383,0.140350877,0.002699055,704,639,65,1
0.243194192,0.517241379,0.081669691,0.148820327,0.00907441,520,475,45,1
0.28030303,0.487878788,0.06969697,0.153030303,0.009090909,634,561,73,1
0.270560191,5.05E-01,7.87E-02,0.139451728,0.005959476,802,717,85,1
0.252911814,5.36E-01,0.069883527,0.138103161,0.003327787,5.71E+02,5.29E+02,42,1
0.253465347,0.497029703,0.073267327,1.64E-01,0.011881188,479,4.32E+02,47,1
0.275362319,0.5085639,0.073781291,1.38E-01,0.003952569,7.28E+02,653,75,1
0.273001508,0.520361991,0.073906486,0.123680241,0.009049774,637,578,59,1
0.257452575,0.52303523,0.073170732,0.135501355,0.010840108,3.51E+02,3.21E+02,30,1
0.260869565,0.507246377,0.065217391,0.152173913,0.014492754,263,239,24,1
0.260292165,5.11E-01,0.078353254,0.13811421,0.011952191,717,648,69,1
0.286783042,0.511221945,0.06234414,0.137157107,0.002493766,387,348,39,1
0.261558785,0.513870542,0.077939234,0.134742404,0.011889036,723,656,67,1
0.249084249,5.20E-01,8.06E-02,1.28E-01,0.021978022,259,2.37E+02,22,1
0.266149871,0.516795866,0.074935401,0.130490956,0.011627907,741,673,68,1
0.245575221,0.5,8.41E-02,0.157079646,0.013274336,427,385,4.20E+01,1
0.266115702,0.523966942,0.074380165,0.125619835,0.009917355,580,530,50,1
0.251572327,0.524109015,0.088050314,0.134171908,0.002096436,453,413,40,1
0.260364842,0.527363184,0.069651741,0.135986733,0.006633499,574,526,48,1
0.265402844,0.528436019,8.29E-02,0.123222749,0.00E+00,404,368,36,1
0.266875981,0.519623234,0.067503925,0.139717425,0.006279435,608,553,55,1
0.266075388,0.518847007,0.062084257,0.141906874,1.11E-02,429,390,39,1
0.241258741,0.520979021,0.090909091,0.134615385,0.012237762,5.42E+02,4.97E+02,45,1
2.53E-01,0.494176373,7.49E-02,0.169717138,8.32E-03,569,511,58,1
0.267201835,0.514908257,0.074541284,0.134174312,0.009174312,834,755,79,1
0.243243243,0.516358464,9.82E-02,0.13655761,0.0056899,668,609,59,1
0.267361111,0.510416667,0.079861111,0.121527778,0.020833333,276,249,27,1
0.259119497,0.506918239,0.07672956,0.142138365,0.01509434,758,686,72,1
0.25477707,5.11E-01,0.074840764,1.50E-01,0.00955414,597,543,54,1
0.261627907,5.17E-01,0.072674419,0.136627907,0.011627907,657,5.99E+02,58,1
0.280087527,0.507658643,0.070021882,0.129102845,0.013129103,438,391,47,1
0.264925373,0.527985075,0.076492537,0.117537313,0.013059701,513,469,44,1
0.263358779,4.85E-01,0.064885496,1.64E-01,0.022900763,250,224,26,1
0.272331155,0.525054466,7.19E-02,0.130718954,0,439,398,41,1
0.256292906,0.514874142,0.070938215,0.14416476,0.013729977,415,378,37,1
0.262931034,0.525862069,0.063218391,0.140804598,0.007183908,663,6.08E+02,5.50E+01,1
0.253187614,0.531876138,0.061930783,0.14571949,0.007285974,519,479,40,1
0.292079208,0.517326733,0.056930693,0.128712871,0.004950495,3.89E+02,349,4.00E+01,1
0.256140351,0.531578947,0.075438596,0.126315789,0.010526316,542,498,44,1
0.252923977,0.527777778,0.083333333,1.27E-01,0.00877193,6.51E+02,597,54,1
0.270207852,0.515011547,0.071593533,0.129330254,0.013856813,415,376,39,1
0.248508946,0.514910537,0.073558648,0.151093439,0.011928429,477,437,40,1
0.257001647,0.527182867,0.075782537,0.136738056,0.003294893,579,532,47,1
0.248826291,5.09E-01,7.98E-02,0.153364632,0.009389671,6.06E+02,551,55,1
0.276707531,0.511383538,0.070052539,0.134851138,0.007005254,548,493,55,1
3.13E-01,0.505392912,0.070878274,1.11E-01,0,636,561,75,1
0.244485294,0.522058824,0.069852941,0.152573529,0.011029412,514,474,40,1
0.253521127,0.512323944,0.079225352,0.14084507,0.014084507,541,4.93E+02,48,1
0.266875981,0.522762951,0.080062794,0.120879121,0.009419152,611,556,55,1
0.260935143,0.526395173,0.076923077,0.125188537,0.010558069,633,579,54,1
0.267904509,0.549071618,0.071618037,0.111405836,0,361,334,27,1
0.244541485,0.515283843,0.07860262,0.14628821,0.015283843,433,3.96E+02,37,1
0.257918552,0.524886878,0.081447964,0.131221719,0.004524887,633,579,54,1
0.253554502,0.509478673,7.82E-02,0.1492891,0.009478673,400,362,38,1
0.268545994,0.53264095,0.075667656,0.121661721,0.00148368,645,589,56,1
0.252,5.04E-01,0.088,0.14,0.016,238,215,23,1
0.258441558,0.512987013,0.076623377,0.141558442,0.01038961,734,667,67,1
0.261904762,0.505291005,7.94E-02,1.43E-01,0.010582011,7.21E+02,649,72,1
2.42E-01,5.27E-01,7.35E-02,1.45E-01,0.012605042,449,415,34,1
0.249240122,0.510638298,0.079027356,0.151975684,0.009118541,624,568,56,1
0.264705882,0.510695187,0.082887701,0.131016043,0.010695187,358,323,35,1
0.250656168,0.518372703,0.080052493,0.140419948,0.010498688,724,662,6.20E+01,1
0.277777778,0.5,0.073333333,1.42E-01,0.006666667,4.31E+02,3.83E+02,48,1
0.233716475,0.509578544,0.088122605,0.151340996,0.017241379,491,448,43,1
0.264036419,0.518968134,0.069802731,0.135053111,1.21E-02,632,5.79E+02,53,1
0.267241379,0.528735632,0.074712644,1.24E-01,0.005747126,669,614,55,1
0.281708945,0.511348465,0.065420561,0.133511348,0.008010681,720,647,73,1
2.55E-01,0.49790795,0.071129707,1.63E-01,0.012552301,452,406,46,1
0.271364318,0.527736132,0.065967016,0.131934033,0.002998501,638,582,56,1
0.246612466,0.521680217,0.074525745,0.150406504,0.006775068,700,645,55,1
0.268498943,0.503171247,0.076109937,0.141649049,0.010570825,453,407,46,1
0.269859813,0.514018692,0.079439252,0.129672897,0.007009346,823,745,78,1
0.259044863,0.531114327,0.070911722,0.131693198,0.00723589,660,609,51,1
0.269005848,0.497076023,0.070175439,0.149122807,0.014619883,327,293,34,1
0.24251497,5.30E-01,0.068862275,0.158682635,0,314,290,24,1
0.247097844,0.525704809,0.094527363,0.122719735,0.009950249,574,526,48,1
0.273049645,0.528368794,0.060283688,0.124113475,0.014184397,270,247,23,1
0.260273973,5.53E-01,0.068493151,0.117199391,0.00152207,625,5.81E+02,44,1
0.243421053,0.526315789,0.088815789,0.128289474,0.013157895,577,531,46,1
0.258302583,5.30E-01,6.46E-02,1.37E-01,0.011070111,514,472,4.20E+01,1
0.270096463,0.504823151,0.073954984,0.138263666,0.012861736,297,266,31,1
0.248129676,0.524937656,0.07605985,0.139650873,0.011221945,7.61E+02,7.01E+02,60,1
0.258064516,0.495967742,0.084677419,0.151209677,0.010080645,472,422,50,1
2.66E-01,5.12E-01,0.060948081,1.44E-01,0.015801354,4.23E+02,385,38,1
2.72E-01,5.22E-01,7.02E-02,0.123287671,0.011986301,560,509,51,1
0.243767313,0.531855956,8.31E-02,1.36E-01,0.005540166,3.42E+02,3.16E+02,26,1
0.261029412,0.518382353,0.069852941,0.128676471,0.022058824,260,238,22,1
0.260945709,0.514886165,0.073555166,0.138353765,0.012259194,544,494,50,1
0.247285887,0.524728589,0.075995175,0.138721351,0.013268999,783,718,65,1
0.261029412,0.514705882,0.075980392,0.136029412,0.012254902,779,708,71,1
0.25308642,0.526234568,0.072530864,0.138888889,0.009259259,615,565,50,1
2.75E-01,0.503058104,0.074923547,1.38E-01,0.009174312,628,562,66,1
0.262738854,0.496815287,0.079617834,0.148089172,0.012738854,599,536,63,1
0.245654693,0.519119351,7.88E-02,0.144843569,0.011587486,8.17E+02,7.49E+02,68,1
0.272727273,0.523636364,0.065454545,0.127272727,0.010909091,5.26E+02,4.78E+02,48,1
0.264857881,0.518087855,0.07622739,1.29E-01,0.011627907,7.40E+02,6.72E+02,68,1
0.250481696,0.50867052,0.077071291,0.148362235,0.015414258,493,449,44,1
0.250509165,0.511201629,0.075356415,1.51E-01,0.012219959,4.64E+02,421,43,1
0.262541806,0.525083612,0.076923077,0.133779264,0.001672241,572,523,49,1
0.25511811,0.521259843,0.070866142,0.14488189,0.007874016,602,550,52,1
0.256140351,0.529824561,0.073684211,0.140350877,0,271,249,22,1
0.252365931,5.21E-01,0.075709779,0.140378549,0.011041009,6.01E+02,5.49E+02,52,1
0.261620186,0.509960159,0.079681275,0.136786189,0.011952191,718,648,70,1
0.290780142,0.49822695,0.069148936,0.131205674,0.010638298,545,483,62,1
0.275862069,0.51954023,0.059770115,0.131034483,0.013793103,415,375,40,1
0.274418605,0.510077519,0.079069767,1.27E-01,0.009302326,621,559,62,1
0.267857143,0.516071429,0.073214286,0.135714286,0.007142857,535,484,51,1
2.83E-01,0.507246377,6.52E-02,0.134057971,0.010869565,530,474,56,1
0.269689737,0.529832936,0.062052506,0.133651551,0.00477327,399,364,35,1
0.289699571,0.480686695,0.081545064,0.141630901,0.006437768,452,396,56,1
0.240863787,0.529900332,0.088039867,0.132890365,0.008305648,568,522,46,1
0.260736196,0.521472393,0.09202454,0.113496933,0.012269939,313,285,28,1
0.24267101,0.527687296,0.091205212,1.29E-01,0.009771987,583,537,46,1
0.27189781,0.541970803,0.071167883,0.111313869,0.003649635,526,484,42,1
0.253521127,0.517605634,0.088028169,1.27E-01,0.014084507,271,247,24,1
0.260869565,0.520186335,0.079192547,0.128881988,0.010869565,616,562,54,1
0.268571429,5.05E-01,6.29E-02,0.152380952,1.14E-02,498,446,5.20E+01,1
2.52E-01,0.534328358,7.76E-02,0.125373134,0.010447761,638,590,48,1
0.260204082,0.56377551,0.068877551,0.107142857,0,374,351,23,1
0.269767442,0.509302326,0.090697674,0.127906977,0.002325581,414,372,42,1
2.33E-01,0.52685422,0.086956522,0.138107417,0.015345269,3.69E+02,342,27,1
0.246704331,0.514124294,0.080979284,0.146892655,0.011299435,502,4.57E+02,45,1
0.267184035,0.516629712,0.073170732,0.138580931,0.00443459,860,777,83,1
0.258928571,0.510714286,0.075,0.148214286,0.007142857,532,481,51,1
0.260249554,0.527629234,0.078431373,0.121212121,0.012477718,5.35E+02,489,46,1
0.278571429,0.508928571,0.066071429,0.135714286,0.010714286,536,480,56,1
0.288321168,0.48540146,0.069343066,0.145985401,0.010948905,264,232,32,1
0.261477046,0.516966068,0.069860279,0.137724551,0.013972056,478,436,42,1
0.250366032,0.53147877,0.080527086,0.125915081,0.011713031,650,600,50,1
0.282016349,0.498637602,0.079019074,0.130790191,0.009536785,709,631,78,1
0.281030445,0.517564403,0.06323185,0.133489461,0.004683841,410,370,40,1
0.241481481,0.517037037,0.078518519,0.151111111,0.011851852,638,586,52,1
0.252066116,0.49862259,0.090909091,0.144628099,0.013774105,690,619,71,1
0.248031496,0.511811024,0.070866142,0.153543307,0.015748031,241,221,20,1
0.292307692,0.504615385,0.061538462,0.138461538,0.003076923,312,276,36,1
0.255780347,0.515895954,0.082369942,0.14017341,0.005780347,658,597,61,1
0.282258065,0.508064516,0.069892473,0.129032258,0.010752688,716,641,75,1
0.251807229,0.518072289,0.089156627,0.13253012,0.008433735,791,721,70,1
0.267310789,4.99E-01,0.06763285,0.156199678,0.009661836,592,531,6.10E+01,1
0.256377551,0.517857143,0.076530612,0.141581633,0.007653061,7.45E+02,678,67,1
0.256666667,0.52,0.086666667,0.13,0.006666667,285,258,27,1
0.274509804,0.494720965,0.069381599,0.152337858,0.009049774,6.35E+02,566,69,1
0.255952381,0.549107143,0.066964286,0.123511905,0.004464286,639,596,43,1
2.61E-01,0.516901408,0.088732394,0.11971831,0.014084507,6.79E+02,615,64,1
0.25,0.511363636,0.079545455,0.145454545,0.013636364,419,383,36,1
0.262048193,0.53313253,0.075301205,0.118975904,0.010542169,634,582,52,1
0.268627451,0.515686275,0.068627451,0.135294118,0.011764706,487,441,46,1
0.248554913,0.539499037,0.077071291,0.131021195,0.003853565,492,456,36,1
0.252760736,0.520245399,0.085889571,0.132515337,0.008588957,776,708,68,1
0.256461233,0.516898608,0.07554672,0.143141153,0.007952286,480,439,41,1
0.262755102,5.05E-01,8.16E-02,0.142857143,0.007653061,748,672,7.60E+01,1
0.276923077,0.515384615,0.058974359,0.148717949,0,372,335,37,1
0.25,0.503378378,0.074324324,0.162162162,0.010135135,560,507,53,1
0.242718447,0.519417476,0.101941748,0.123786408,0.012135922,392,358,34,1
0.25273224,0.50273224,0.071038251,0.159836066,0.013661202,691,623,68,1
0.280534351,0.505725191,0.062977099,0.139312977,0.011450382,5.03E+02,4.51E+02,52,1
0.260545906,0.521091811,0.069478908,0.138957816,0.009925558,769,704,65,1
0.238297872,5.21E-01,0.082978723,0.140425532,0.017021277,443,407,36,1
0.256551724,0.525517241,0.064827586,0.144827586,0.008275862,688,632,56,1
0.247027741,0.535006605,7.53E-02,0.134742404,0.007926024,715,660,55,1
2.54E-01,0.52247191,0.078651685,0.139044944,0.005617978,6.76E+02,617,59,1
0.254189944,0.508379888,0.078212291,0.142458101,0.016759777,340,308,32,1
0.249097473,0.516245487,8.30E-02,0.129963899,0.02166065,2.63E+02,240,23,1
0.241157556,0.514469453,0.07073955,0.15755627,1.61E-02,2.93E+02,269,24,1
0.26118068,0.511627907,0.082289803,0.134168157,0.010733453,535,485,50,1
0.260143198,0.534606205,0.071599045,0.121718377,0.011933174,402,373,29,1
0.252767528,0.507380074,6.09E-02,1.68E-01,0.011070111,512,466,46,1
0.275324675,0.488311688,0.072727273,0.150649351,0.012987013,369,327,42,1
0.279735683,0.508810573,0.063876652,1.34E-01,0.013215859,436,392,44,1
0.241054614,0.536723164,0.073446328,0.13747646,0.011299435,499,4.62E+02,37,1
0.257636122,0.505976096,0.078353254,1.46E-01,0.011952191,715,6.44E+02,71,1
0.282945736,0.505813953,0.063953488,0.135658915,0.011627907,497,446,51,1
2.68E-01,0.517826825,0.079796265,0.132427844,0.001697793,564,510,54,1
0.282191781,0.512328767,6.85E-02,0.12739726,9.59E-03,702,6.30E+02,72,1
0.260067114,0.515100671,0.072147651,0.140939597,0.011744966,567,515,52,1
0.261829653,0.529968454,0.069400631,0.126182965,0.012618297,303,279,24,1
0.248882265,0.499254844,0.090909091,0.153502235,0.007451565,637,573,64,1
0.274425287,5.13E-01,8.19E-02,0.126436782,0.004310345,668,599,6.90E+01,1
0.257901391,0.503160556,0.07585335,0.155499368,0.007585335,753,680,73,1
0.260303688,0.501084599,0.071583514,0.151843818,0.015184382,438,394,44,1
0.271268058,0.520064205,7.70E-02,0.118780096,0.012841091,599,544,55,1
0.271428571,0.508333333,0.082142857,0.129761905,0.008333333,809,729,80,1
0.251664447,0.527296937,0.07723036,0.13448735,0.009320905,717,663,54,1
0.267605634,0.507042254,0.070422535,0.14084507,0.014084507,406,365,4.10E+01,1
0.278084715,0.524861878,0.064456722,0.121546961,0.011049724,520,471,49,1
0.267669173,5.31E-01,0.061654135,0.129323308,1.05E-02,633,579,54,1
0.258241758,0.523809524,0.065934066,0.141025641,0.010989011,519,476,43,1
0.256923077,0.530769231,0.075384615,0.126153846,0.010769231,620,571,49,1
0.267412935,0.542288557,0.074626866,0.110696517,0.004975124,772,713,59,1
0.264317181,0.528634361,0.066079295,0.127753304,0.013215859,4.31E+02,3.93E+02,38,1
0.271812081,0.511744966,0.088926174,0.11409396,0.013422819,576,520,56,1
2.66E-01,0.510729614,0.077253219,0.139484979,0.006437768,4.43E+02,397,4.60E+01,1
0.25,0.501552795,9.16E-02,0.149068323,0.007763975,612,551,61,1
0.253121453,0.50737798,0.089670829,0.136208854,0.013620885,841,762,79,1
0.252631579,0.501754386,0.066666667,0.154385965,0.024561404,270,245,25,1
0.236725664,0.495575221,0.075221239,0.174778761,0.017699115,424,384,40,1
0.258982036,0.532934132,0.065868263,0.130239521,0.011976048,639,593,46,1
2.58E-01,0.516819572,0.088685015,0.129969419,0.006116208,625,5.67E+02,5.80E+01,1
0.275395034,0.532731377,0.072234763,1.20E-01,0.00E+00,426,389,37,1
0.255284553,0.526829268,0.074796748,0.136585366,0.006504065,585,537,48,1
0.266129032,0.520967742,0.075806452,0.127419355,0.009677419,593,539,54,1
0.26986755,0.529801325,0.062913907,0.127483444,0.009933775,577,528,49,1
0.249612403,0.534883721,0.082170543,0.12248062,0.010852713,613,566,47,1
0.25520111,0.513176144,0.080443828,0.142857143,0.008321775,687,625,62,1
0.253829322,0.507658643,0.096280088,0.129102845,0.013129103,436,393,43,1
0.261055635,0.52639087,0.075606277,0.132667618,0.004279601,668,610,58,1
2.81E-01,0.509355509,0.072765073,0.135135135,0.002079002,463,415,48,1
2.56E-01,0.51384083,0.084775087,0.140138408,0.005190311,5.51E+02,5.00E+02,5.10E+01,1
0.25388601,0.512953368,0.077720207,1.40E-01,0.015544041,550,5.00E+02,50,1
0.259380098,0.520391517,0.08319739,0.127243067,0.009787928,585,532,53,1
0.25648415,0.518731988,0.080691643,0.132564841,0.011527378,329,298,31,1
0.268292683,5.05E-01,0.069418386,0.144465291,0.013133208,5.08E+02,456,52,1
0.274703557,0.537549407,0.075098814,0.110671937,0.001976285,488,448,4.00E+01,1
0.256921373,0.514950166,0.080841639,0.141749723,0.005537099,860,781,79,1
0.271978022,0.53021978,0.068681319,0.123626374,0.005494505,348,317,31,1
0.277522936,0.52293578,0.068807339,0.126146789,0.004587156,418,378,40,1
0.260663507,0.528436019,0.073459716,0.132701422,0.004739336,403,370,33,1
0.253187614,0.513661202,0.080145719,0.138433515,0.014571949,520,471,49,1
2.58E-01,0.525129983,7.45E-02,0.136915078,5.20E-03,5.50E+02,504,46,1
0.273342355,0.50608931,0.081190798,0.131258457,0.00811908,711,638,73,1
0.256809339,0.505836576,0.077821012,0.143968872,0.015564202,490,444,46,1
0.264127764,0.51965602,0.077395577,0.131449631,0.007371007,779,709,70,1
0.26863354,0.507763975,0.072981366,0.149068323,0.001552795,616,555,61,1
0.268608414,0.530744337,0.077669903,0.116504854,0.006472492,298,274,24,1
0.260869565,5.33E-01,6.18E-02,0.14187643,2.29E-03,416,384,3.20E+01,1
2.74E-01,0.55027933,5.87E-02,0.11452514,0.002793296,342,3.16E+02,26,1
0.283653846,0.514423077,0.091346154,0.110576923,0,409,372,37,1
0.2431562,0.528180354,0.077294686,0.146537842,0.004830918,586,540,46,1
0.252713178,0.517829457,0.080620155,0.142635659,0.00620155,614,561,53,1
0.241900648,0.520518359,8.42E-02,0.138228942,0.01511879,4.38E+02,4.02E+02,36,1
0.244604317,0.537170264,0.086330935,0.117505995,0.014388489,398,371,27,1
2.58E-01,0.515991471,0.081023454,0.140724947,0.004264392,447,406,41,1
0.265569918,0.505287897,0.082256169,0.139835488,0.007050529,814,7.31E+02,83,1
0.266666667,0.52952381,0.076190476,0.127619048,0,502,458,44,1
0.236734694,0.502040816,0.102040816,0.142857143,0.016326531,232,210,22,1
0.247154472,0.523577236,0.07804878,0.139837398,0.011382114,582,534,48,1
0.243066884,0.518760196,0.081566069,0.148450245,0.008156607,577,526,51,1
0.260814249,0.505089059,0.080152672,0.143765903,0.010178117,751,678,73,1
0.25819135,0.511140236,0.078636959,0.141546527,0.010484928,726,657,69,1
0.27326969,0.516706444,0.072792363,0.132458234,0.00477327,804,7.27E+02,77,1
0.257911392,0.512658228,0.079113924,0.142405063,0.007911392,602,546,56,1
0.247154472,0.526829268,0.071544715,0.149593496,0.004878049,581,5.35E+02,46,1
0.260997067,0.524926686,0.073313783,0.140762463,0,327,301,26,1
0.240544629,0.532526475,8.17E-02,0.136157337,9.08E-03,624,577,47,1
0.262755102,0.548469388,0.073979592,0.114795918,0,374,346,28,1
0.248788368,0.500807754,0.077544426,0.156704362,0.016155089,584,526,58,1
2.88E-01,0.479704797,6.64E-02,1.44E-01,0.022140221,262,231,31,1
0.28721174,0.51572327,0.062893082,0.121593291,0.012578616,460,414,46,1
0.252371917,0.514231499,0.092979127,0.129032258,0.011385199,503,457,46,1
0.280567686,0.515283843,0.072052402,0.124454148,0.007641921,882,794,88,1
2.53E-01,4.98E-01,0.088737201,0.146757679,0.013651877,279,2.51E+02,28,1
0.258644537,0.521438451,0.081604426,0.125864454,0.012448133,692,633,59,1
0.273827534,0.509833585,0.074130106,0.1301059,0.012102874,634,570,64,1
0.270541082,5.49E-01,7.21E-02,0.108216433,0,4.78E+02,4.41E+02,3.70E+01,1
0.256603774,0.520754717,0.075471698,0.135849057,0.011320755,505,462,43,1
0.26369863,0.503424658,0.078767123,0.143835616,0.010273973,5.58E+02,502,5.60E+01,1
0.263219741,0.511163337,0.078730905,0.1386604,0.008225617,813,735,78,1
0.258445946,0.52027027,0.081081081,1.33E-01,0.006756757,5.64E+02,5.13E+02,51,1
0.276497696,0.483870968,0.069124424,0.156682028,0.013824885,417,370,47,1
0.253187614,0.519125683,0.100182149,0.123861566,0.003642987,525,477,48,1
0.242553191,0.514893617,0.089361702,0.140425532,0.012765957,445,406,39,1
0.267877412,0.509648127,0.071509648,1.43E-01,0.007945516,8.41E+02,7.58E+02,83,1
0.272897196,0.525233645,0.069158879,0.121495327,0.011214953,514,469,45,1
0.259515571,0.522491349,0.062283737,0.143598616,0.012110727,550,505,45,1
0.251798561,0.535971223,0.075539568,0.127697842,0.008992806,528,488,40,1
0.264478764,0.534749035,0.063706564,0.125482625,0.011583012,492,451,41,1
0.250308261,0.511713933,0.080147965,0.145499383,0.012330456,7.73E+02,707,66,1
0.251327434,0.516814159,0.07079646,0.150442478,0.010619469,535,489,46,1
0.292929293,0.497474747,0.073232323,0.131313131,0.005050505,384,340,44,1
0.254807692,5.22E-01,7.45E-02,0.137019231,0.012019231,3.96E+02,363,33,1
0.25562701,5.19E-01,8.52E-02,0.13022508,0.009646302,5.93E+02,540,53,1
0.250988142,0.519762846,0.07312253,0.144268775,0.011857708,4.79E+02,438,4.10E+01,1
0.267961165,0.52038835,0.066019417,0.133980583,0.011650485,493,450,43,1
0.26899696,0.513677812,0.079027356,0.129179331,0.009118541,6.32E+02,572,60,1
0.253067485,0.538343558,0.075153374,0.122699387,0.010736196,619,572,47,1
0.249586777,0.520661157,0.07768595,0.138842975,0.01322314,5.73E+02,524,4.90E+01,1
0.256179775,0.53258427,0.087640449,1.24E-01,0,4.25E+02,390,35,1
2.58E-01,0.515451174,0.080346106,0.138442522,0.007416564,771,700,7.10E+01,1
0.26035503,5.21E-01,7.69E-02,0.142011834,0,322,293,29,1
0.258957655,0.516286645,0.073289902,1.42E-01,0.009771987,5.84E+02,531,53,1
0.263591433,0.500823723,0.069192751,0.156507414,0.009884679,579,522,57,1
0.25502008,0.532128514,0.074297189,0.136546185,0.002008032,473,435,38,1
